@relation 'train3-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.5-E6.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.5-E10.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.2-E8.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O4.0-E6.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C82-Llast-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.Remove-R2-3,5-12,14-17,19,22-27,29,31-33,36-38,40,42-43,45-46,48-49,51-53,56,59-60,64-66,70-80-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R15-precision6'

@attribute LotFrontage numeric
@attribute Neighborhood {CollgCr,Veenker,Crawfor,NoRidge,Mitchel,Somerst,NWAmes,OldTown,BrkSide,Sawyer,NridgHt,NAmes,SawyerW,IDOTRR,MeadowV,Edwards,Timber,Gilbert,StoneBr,ClearCr,NPkVill,Blmngtn,BrDale,SWISU,Blueste}
@attribute OverallQual numeric
@attribute YearRemodAdd numeric
@attribute ExterQual {'\'(-inf-1.3]\'','\'(1.3-1.6]\'','\'(1.6-1.9]\'','\'(1.9-2.2]\'','\'(2.2-2.5]\'','\'(2.5-2.8]\'','\'(2.8-3.1]\'','\'(3.1-3.4]\'','\'(3.4-3.7]\'','\'(3.7-inf)\''}
@attribute BsmtFinSF1 numeric
@attribute TotalBsmtSF numeric
@attribute HeatingQC numeric
@attribute X1stFlrSF numeric
@attribute GrLivArea numeric
@attribute KitchenQual numeric
@attribute TotRmsAbvGrd numeric
@attribute Fireplaces numeric
@attribute GarageFinish {RFn,Unf,Fin,'No garage'}
@attribute GarageCars {'\'(-inf-0.4]\'','\'(0.4-0.8]\'','\'(0.8-1.2]\'','\'(1.2-1.6]\'','\'(1.6-2]\'','\'(2-2.4]\'','\'(2.4-2.8]\'','\'(2.8-3.2]\'','\'(3.2-3.6]\'','\'(3.6-inf)\''}
@attribute GarageArea numeric
@attribute OpenPorchSF numeric
@attribute SalePrice numeric

@data
66,NAmes,5,2006,'\'(3.7-inf)\'',643,1008,3,1008,1008,3,6,0,Unf,'\'(0.8-1.2]\'',240,18,134500
90,OldTown,5,2000,'\'(3.7-inf)\'',415,833,1,833,833,3,4,0,Unf,'\'(0.8-1.2]\'',326,0,117000
93,NridgHt,8,2007,'\'(2.8-3.1]\'',1004,1734,1,1734,1734,1,7,1,RFn,'\'(2.8-3.2]\'',928,0,318000
69,Gilbert,8,2002,'\'(2.8-3.1]\'',353,408,1,779,1419,3,7,1,Fin,'\'(1.6-2]\'',527,0,184100
57,Sawyer,5,2003,'\'(3.7-inf)\'',702,894,1,894,894,3,5,0,RFn,'\'(1.6-2]\'',450,0,130000
85,Sawyer,5,1987,'\'(3.7-inf)\'',0,533,4,1021,1601,4,6,0,RFn,'\'(0.8-1.2]\'',300,34,140000
70,NAmes,5,1959,'\'(3.7-inf)\'',369,1040,4,1040,1040,4,6,0,RFn,'\'(0.8-1.2]\'',286,0,133700
59,IDOTRR,6,1950,'\'(3.7-inf)\'',0,1012,4,1012,1012,4,6,1,Unf,'\'(0.8-1.2]\'',308,22,118400
84,CollgCr,7,2006,'\'(2.8-3.1]\'',24,1552,1,1552,1552,3,7,0,RFn,'\'(2.8-3.2]\'',782,20,212900
69,Edwards,4,1956,'\'(3.7-inf)\'',0,672,1,960,960,4,5,0,Unf,'\'(0.8-1.2]\'',288,0,112000
50,Edwards,5,2008,'\'(3.7-inf)\'',0,698,1,698,698,4,4,0,'No garage','\'(-inf-0.4]\'',0,200,118000
69,Gilbert,7,1992,'\'(3.7-inf)\'',0,384,3,812,1482,3,7,1,Fin,'\'(1.6-2]\'',392,25,163900
60,NAmes,4,1955,'\'(3.7-inf)\'',0,1005,4,1005,1005,2,5,1,Unf,'\'(1.6-2]\'',672,0,115000
53,Blmngtn,7,2007,'\'(2.8-3.1]\'',0,1373,1,1555,1555,3,7,1,Fin,'\'(2.8-3.2]\'',660,20,174000
59,Gilbert,7,2005,'\'(2.8-3.1]\'',0,847,1,847,1959,3,8,1,Fin,'\'(1.6-2]\'',434,48,215000
60,OldTown,5,1980,'\'(3.7-inf)\'',936,936,4,936,936,4,4,0,Unf,'\'(1.6-2]\'',672,0,140000
65,SWISU,4,1950,'\'(3.7-inf)\'',622,1122,4,1328,1981,3,7,2,Unf,'\'(1.6-2]\'',576,44,135000
63,Mitchel,5,1992,'\'(3.7-inf)\'',212,974,4,974,974,4,5,0,'No garage','\'(-inf-0.4]\'',0,28,93500
90,OldTown,6,1950,'\'(3.7-inf)\'',0,1008,4,1178,2210,2,8,0,Unf,'\'(0.8-1.2]\'',205,48,117500
80,SawyerW,8,1995,'\'(2.8-3.1]\'',584,1128,1,1142,2020,3,8,1,RFn,'\'(1.6-2]\'',466,155,239500
57,Gilbert,6,1997,'\'(3.7-inf)\'',0,916,3,916,1600,4,7,1,Fin,'\'(1.6-2]\'',460,38,169000
60,BrkSide,6,1950,'\'(3.7-inf)\'',0,960,4,986,986,4,5,1,Unf,'\'(0.8-1.2]\'',180,128,102000
80,NAmes,6,1950,'\'(3.7-inf)\'',280,1032,4,1032,1252,4,6,0,Unf,'\'(0.8-1.2]\'',288,0,119000
54,Sawyer,5,1996,'\'(3.7-inf)\'',0,780,3,780,1020,4,6,0,'No garage','\'(-inf-0.4]\'',0,0,94000
69,Mitchel,6,1977,'\'(3.7-inf)\'',1567,1567,4,1567,1567,3,5,2,RFn,'\'(1.6-2]\'',714,32,196000
98,BrkSide,5,1950,'\'(3.7-inf)\'',645,915,4,1167,1167,4,6,1,Unf,'\'(1.6-2]\'',495,0,144000
60,NAmes,5,1951,'\'(3.7-inf)\'',852,952,4,952,952,4,4,0,Unf,'\'(1.6-2]\'',840,0,139000
69,NWAmes,5,1976,'\'(3.7-inf)\'',381,780,1,1088,1868,3,9,1,Unf,'\'(1.6-2]\'',484,96,197500
77,CollgCr,8,2007,'\'(2.8-3.1]\'',1150,1466,1,1466,2828,3,11,1,RFn,'\'(2.8-3.2]\'',1052,144,424870
69,Sawyer,5,1959,'\'(3.7-inf)\'',288,1006,4,1006,1006,4,5,0,'No garage','\'(-inf-0.4]\'',0,24,80000
60,Edwards,4,1950,'\'(3.7-inf)\'',348,672,2,672,924,2,5,0,Unf,'\'(0.8-1.2]\'',280,0,80000
52,BrkSide,5,1950,'\'(3.7-inf)\'',0,1042,1,1042,1576,4,8,1,Unf,'\'(0.8-1.2]\'',225,0,149000
69,SawyerW,6,1985,'\'(2.8-3.1]\'',1258,1298,4,1298,1298,3,5,1,Unf,'\'(1.6-2]\'',403,26,180000
75,Crawfor,7,1950,'\'(3.7-inf)\'',275,704,1,860,1564,2,7,1,Unf,'\'(0.8-1.2]\'',234,0,174500
69,OldTown,7,1950,'\'(3.7-inf)\'',0,572,4,572,1111,4,5,1,Unf,'\'(0.8-1.2]\'',288,0,116900
50,OldTown,7,1988,'\'(3.7-inf)\'',624,650,1,832,1482,4,7,0,Unf,'\'(1.6-2]\'',324,0,143000
57,NAmes,6,1950,'\'(3.7-inf)\'',0,932,1,932,932,3,4,1,Unf,'\'(0.8-1.2]\'',306,0,124000
134,Edwards,5,1959,'\'(3.7-inf)\'',176,1466,4,1466,1466,2,6,2,Fin,'\'(1.6-2]\'',528,140,149900
90,Crawfor,6,2004,'\'(3.7-inf)\'',296,1073,1,1811,1811,1,6,1,Fin,'\'(1.6-2]\'',470,0,230000
69,IDOTRR,6,2007,'\'(2.8-3.1]\'',538,816,1,816,816,4,5,0,Unf,'\'(0.8-1.2]\'',432,0,120500
69,NAmes,7,1988,'\'(3.7-inf)\'',454,864,4,902,1820,3,8,2,Unf,'\'(1.6-2]\'',492,84,201800
90,Veenker,5,2004,'\'(2.8-3.1]\'',1157,1437,4,1437,1437,3,6,1,RFn,'\'(1.6-2]\'',528,21,218000
85,NAmes,5,1999,'\'(3.7-inf)\'',633,1219,3,1265,1265,3,6,1,RFn,'\'(1.6-2]\'',502,92,179900
34,NridgHt,7,2008,'\'(2.8-3.1]\'',904,1314,1,1314,1314,3,6,1,RFn,'\'(1.6-2]\'',626,62,230000
92,Somerst,8,2008,'\'(2.8-3.1]\'',0,1580,1,1580,1580,3,7,0,RFn,'\'(2.8-3.2]\'',830,24,235128
76,NWAmes,6,1974,'\'(2.8-3.1]\'',442,901,4,943,1876,3,8,1,RFn,'\'(1.6-2]\'',540,69,185000
24,NPkVill,6,1978,'\'(3.7-inf)\'',311,855,2,855,1456,4,7,1,Unf,'\'(1.6-2]\'',440,0,146000
69,Crawfor,6,2006,'\'(2.8-3.1]\'',728,1296,1,1640,1640,3,7,1,Unf,'\'(1.6-2]\'',924,0,224000
109,Sawyer,5,1968,'\'(3.7-inf)\'',492,894,3,894,894,4,5,1,Fin,'\'(1.6-2]\'',450,0,129000
60,Sawyer,4,1969,'\'(3.7-inf)\'',1198,1198,4,1258,1258,4,6,0,Unf,'\'(1.6-2]\'',400,0,108959
69,Veenker,5,1978,'\'(3.7-inf)\'',680,1360,1,1432,1432,3,5,1,Unf,'\'(1.6-2]\'',588,180,194000
79,NridgHt,7,2009,'\'(2.8-3.1]\'',0,1502,1,1502,1502,3,7,0,RFn,'\'(1.6-2]\'',644,114,233170
64,CollgCr,8,2008,'\'(2.8-3.1]\'',0,1694,1,1694,1694,3,7,0,RFn,'\'(2.8-3.2]\'',776,33,245350
58,Gilbert,6,2000,'\'(3.7-inf)\'',786,959,1,959,1671,4,7,1,Fin,'\'(1.6-2]\'',472,38,173000
120,Edwards,6,1986,'\'(3.7-inf)\'',626,1127,1,1236,2108,3,7,2,Unf,'\'(1.6-2]\'',540,0,235000
76,Mitchel,6,1977,'\'(3.7-inf)\'',522,1096,4,1118,1118,4,6,1,Fin,'\'(0.8-1.2]\'',358,0,171000
76,NAmes,6,1958,'\'(3.7-inf)\'',662,1261,1,1261,1261,4,6,1,RFn,'\'(1.6-2]\'',433,0,163000
35,Somerst,7,2007,'\'(2.8-3.1]\'',0,625,1,625,1250,3,5,0,Fin,'\'(1.6-2]\'',625,54,171900
80,Crawfor,6,1950,'\'(3.7-inf)\'',503,952,4,1170,2345,4,9,1,Unf,'\'(1.6-2]\'',360,0,239000
85,NoRidge,8,2000,'\'(2.8-3.1]\'',700,1683,1,2129,2872,3,9,1,Fin,'\'(1.6-2]\'',541,33,285000
37,Mitchel,5,1985,'\'(3.7-inf)\'',658,876,4,923,923,4,5,0,Unf,'\'(0.8-1.2]\'',264,0,119500
69,OldTown,6,2004,'\'(3.7-inf)\'',468,818,4,818,1224,4,5,0,Unf,'\'(0.8-1.2]\'',210,0,115000
54,Crawfor,5,1950,'\'(3.7-inf)\'',0,731,1,820,1343,4,7,1,Unf,'\'(0.8-1.2]\'',186,0,154900
77,Edwards,5,1954,'\'(3.7-inf)\'',0,0,3,1124,1124,4,5,1,'No garage','\'(-inf-0.4]\'',0,36,93000
69,Timber,7,1991,'\'(3.7-inf)\'',1216,1216,1,1298,2514,4,8,0,Fin,'\'(1.6-2]\'',693,0,250000
64,Crawfor,8,2008,'\'(-inf-1.3]\'',1480,1600,1,1652,1652,3,5,1,Fin,'\'(1.6-2]\'',482,53,392500
60,OldTown,5,1950,'\'(3.7-inf)\'',821,1120,1,1130,1130,4,5,1,Unf,'\'(1.6-2]\'',720,0,120000
60,Edwards,5,1950,'\'(3.7-inf)\'',392,784,3,949,1221,4,7,0,Unf,'\'(0.8-1.2]\'',392,0,104900
107,OldTown,3,1970,'\'(3.7-inf)\'',440,978,4,1014,1699,4,7,0,Unf,'\'(1.6-2]\'',420,74,95000
89,NoRidge,8,1995,'\'(2.8-3.1]\'',1456,1624,1,1624,1624,3,5,1,RFn,'\'(2.8-3.2]\'',757,114,262000
68,CollgCr,7,2002,'\'(2.8-3.1]\'',0,831,1,831,1660,3,7,0,RFn,'\'(1.6-2]\'',493,68,195000
60,Gilbert,7,1999,'\'(3.7-inf)\'',0,994,3,1028,1804,3,7,1,Fin,'\'(1.6-2]\'',442,60,189000
24,Somerst,8,2000,'\'(2.8-3.1]\'',0,776,1,764,1441,3,5,0,Unf,'\'(1.6-2]\'',492,0,174000
60,OldTown,5,1994,'\'(3.7-inf)\'',0,702,3,842,1472,3,6,0,Unf,'\'(0.8-1.2]\'',250,0,125000
80,Sawyer,6,1969,'\'(3.7-inf)\'',371,663,4,663,1352,4,7,0,Fin,'\'(0.8-1.2]\'',299,36,158000
51,Gilbert,6,2005,'\'(3.7-inf)\'',0,728,1,728,1456,3,8,0,Fin,'\'(1.6-2]\'',400,24,176000
58,Gilbert,7,2006,'\'(2.8-3.1]\'',0,879,1,879,1863,3,9,1,Fin,'\'(2.8-3.2]\'',660,17,219210
65,OldTown,7,1950,'\'(3.7-inf)\'',0,815,1,815,1690,4,7,1,Unf,'\'(0.8-1.2]\'',225,0,144000
70,CollgCr,7,2001,'\'(2.8-3.1]\'',0,1212,1,1212,1212,3,6,0,RFn,'\'(1.6-2]\'',573,0,178000
75,Sawyer,4,1979,'\'(3.7-inf)\'',547,1051,3,1382,1382,4,6,1,Unf,'\'(1.6-2]\'',459,82,148000
71,NAmes,4,1970,'\'(3.7-inf)\'',0,864,3,864,864,4,5,0,Unf,'\'(0.8-1.2]\'',280,0,116050
80,CollgCr,7,1998,'\'(3.7-inf)\'',0,866,1,866,1779,3,6,0,RFn,'\'(1.6-2]\'',546,36,197900
50,BrkSide,5,1997,'\'(3.7-inf)\'',0,884,1,884,1348,4,5,1,Unf,'\'(0.8-1.2]\'',216,0,117000
75,CollgCr,7,2001,'\'(2.8-3.1]\'',0,1630,1,1630,1630,3,6,1,Unf,'\'(1.6-2]\'',451,234,213000
78,NWAmes,5,1975,'\'(3.7-inf)\'',788,1056,1,1074,1074,4,6,0,RFn,'\'(1.6-2]\'',495,88,153500
90,SawyerW,7,1991,'\'(2.8-3.1]\'',485,2158,3,2196,2196,3,7,1,RFn,'\'(2.8-3.2]\'',701,70,271900
69,SawyerW,4,1966,'\'(3.7-inf)\'',1056,1056,4,1056,1056,4,5,0,Unf,'\'(0.8-1.2]\'',384,42,107000
70,CollgCr,6,2003,'\'(2.8-3.1]\'',340,1682,1,1700,1700,3,7,0,RFn,'\'(1.6-2]\'',544,23,200000
70,NAmes,5,1980,'\'(3.7-inf)\'',504,931,4,1283,1283,4,6,0,Unf,'\'(1.6-2]\'',506,0,140000
85,Somerst,8,2006,'\'(2.8-3.1]\'',1220,1660,1,1660,1660,3,8,1,RFn,'\'(1.6-2]\'',500,50,290000
70,SawyerW,6,1992,'\'(2.8-3.1]\'',0,1055,1,1055,1845,3,8,1,RFn,'\'(1.6-2]\'',462,104,189000
50,Edwards,4,1950,'\'(3.7-inf)\'',344,672,4,672,672,4,4,0,Unf,'\'(0.8-1.2]\'',234,113,113000
69,Sawyer,4,2001,'\'(3.7-inf)\'',648,648,1,960,960,4,3,0,Unf,'\'(0.8-1.2]\'',364,0,145000
69,NAmes,5,1962,'\'(3.7-inf)\'',784,925,4,999,999,4,6,0,Unf,'\'(0.8-1.2]\'',300,72,134500
99,Sawyer,5,1966,'\'(3.7-inf)\'',180,894,4,894,894,4,5,0,RFn,'\'(0.8-1.2]\'',384,0,125000
68,Sawyer,6,1978,'\'(3.7-inf)\'',0,0,4,1318,1902,4,8,0,Unf,'\'(1.6-2]\'',539,0,112000
72,Somerst,8,2009,'\'(2.8-3.1]\'',936,1300,1,1314,1314,3,6,0,RFn,'\'(1.6-2]\'',552,112,229456
52,BrkSide,4,1950,'\'(3.7-inf)\'',0,0,3,672,912,4,3,0,'No garage','\'(-inf-0.4]\'',0,0,80500
21,BrDale,6,1971,'\'(3.7-inf)\'',0,672,4,672,1218,4,7,0,'No garage','\'(-inf-0.4]\'',0,0,91500
66,NAmes,5,1964,'\'(3.7-inf)\'',312,912,4,912,912,4,5,0,Unf,'\'(0.8-1.2]\'',288,0,115000
55,Sawyer,5,1968,'\'(3.7-inf)\'',250,952,1,1211,1211,4,5,1,Unf,'\'(0.8-1.2]\'',322,63,134000
78,NAmes,6,1950,'\'(3.7-inf)\'',196,1040,1,1168,1846,4,7,1,Unf,'\'(0.8-1.2]\'',315,0,143000
89,NAmes,5,1951,'\'(3.7-inf)\'',756,2136,4,2136,2136,4,7,0,Unf,'\'(1.6-2]\'',528,30,137900
60,Gilbert,7,2005,'\'(2.8-3.1]\'',724,788,1,788,1490,3,8,1,Fin,'\'(1.6-2]\'',388,75,184000
65,NAmes,6,1958,'\'(3.7-inf)\'',507,588,1,1138,1138,4,6,0,RFn,'\'(0.8-1.2]\'',264,0,145000
86,Somerst,6,2007,'\'(2.8-3.1]\'',0,894,1,894,1933,3,9,1,Fin,'\'(2.8-3.2]\'',668,18,214000
72,NAmes,5,2008,'\'(3.7-inf)\'',595,912,1,912,912,3,5,0,Unf,'\'(1.6-2]\'',576,240,147000
70,NAmes,5,1960,'\'(3.7-inf)\'',666,1075,3,1507,1507,4,7,0,Unf,'\'(0.8-1.2]\'',404,0,127000
69,Sawyer,5,1977,'\'(3.7-inf)\'',498,1361,1,1361,2620,4,12,1,RFn,'\'(1.6-2]\'',600,24,190000
70,NAmes,5,1962,'\'(3.7-inf)\'',803,1106,4,1190,1190,4,6,0,Unf,'\'(1.6-2]\'',540,18,132500
70,NAmes,4,1962,'\'(3.7-inf)\'',0,0,4,1224,1224,4,6,0,Unf,'\'(1.6-2]\'',462,0,101800
69,NAmes,5,1959,'\'(3.7-inf)\'',1000,1188,2,1188,1188,4,6,0,RFn,'\'(1.6-2]\'',531,0,142000
55,SWISU,5,1950,'\'(3.7-inf)\'',0,940,4,1024,1964,4,7,0,'No garage','\'(-inf-0.4]\'',0,192,130000
96,Crawfor,5,1950,'\'(3.7-inf)\'',0,747,3,892,1784,4,9,0,Unf,'\'(0.8-1.2]\'',180,40,138887
36,NridgHt,7,2003,'\'(2.8-3.1]\'',0,764,1,764,1626,3,6,0,RFn,'\'(1.6-2]\'',474,27,175500
41,CollgCr,7,2005,'\'(2.8-3.1]\'',0,847,1,847,1948,3,8,1,Fin,'\'(1.6-2]\'',434,48,195000
63,SawyerW,6,2005,'\'(2.8-3.1]\'',0,1141,1,1141,1141,4,6,0,Unf,'\'(1.6-2]\'',484,0,142500
64,Timber,8,2006,'\'(2.8-3.1]\'',428,1476,1,1484,1484,1,6,1,RFn,'\'(1.6-2]\'',472,33,265900
65,CollgCr,7,2003,'\'(2.8-3.1]\'',550,884,1,884,1768,3,8,0,RFn,'\'(1.6-2]\'',543,63,224900
83,Somerst,7,2007,'\'(2.8-3.1]\'',0,1689,1,1689,1689,3,7,0,RFn,'\'(2.8-3.2]\'',954,56,248328
85,NWAmes,7,1974,'\'(3.7-inf)\'',885,1053,4,1173,1173,3,6,2,RFn,'\'(1.6-2]\'',528,120,170000
107,NridgHt,10,2006,'\'(-inf-1.3]\'',1386,2076,1,2076,2076,1,7,1,Fin,'\'(2.8-3.2]\'',850,229,465000
69,Crawfor,8,1950,'\'(3.7-inf)\'',0,792,2,792,1517,3,7,2,Unf,'\'(1.6-2]\'',400,0,230000
78,NWAmes,6,2003,'\'(3.7-inf)\'',0,585,1,1140,1868,4,7,1,Fin,'\'(1.6-2]\'',477,112,178000
65,Somerst,7,2006,'\'(2.8-3.1]\'',0,756,1,756,1553,3,6,0,RFn,'\'(1.6-2]\'',615,45,186500
69,Mitchel,6,1976,'\'(3.7-inf)\'',539,1012,4,1034,1034,4,6,0,Unf,'\'(2.8-3.2]\'',888,0,169900
60,OldTown,6,1950,'\'(3.7-inf)\'',319,735,2,1134,2058,4,8,1,Unf,'\'(1.6-2]\'',396,0,129500
60,NAmes,5,1950,'\'(3.7-inf)\'',534,876,4,988,988,4,6,0,Unf,'\'(0.8-1.2]\'',276,80,119000
93,NAmes,7,1968,'\'(2.8-3.1]\'',1065,2110,1,2110,2110,1,8,2,Fin,'\'(1.6-2]\'',522,0,244000
69,NridgHt,7,2003,'\'(2.8-3.1]\'',0,1405,1,1405,1405,3,6,1,RFn,'\'(1.6-2]\'',478,36,171750
62,Mitchel,5,1968,'\'(3.7-inf)\'',510,864,4,874,874,4,5,0,RFn,'\'(0.8-1.2]\'',288,0,130000
69,Veenker,7,2003,'\'(2.8-3.1]\'',125,1192,4,1516,2167,3,9,2,RFn,'\'(1.6-2]\'',518,47,294000
60,Edwards,7,2004,'\'(2.8-3.1]\'',0,746,1,760,1656,3,7,1,Fin,'\'(1.6-2]\'',397,128,165400
52,BrkSide,6,1950,'\'(3.7-inf)\'',425,884,4,959,1367,4,6,1,Unf,'\'(0.8-1.2]\'',560,0,127500
91,NoRidge,8,1994,'\'(2.8-3.1]\'',1314,1986,1,1987,1987,3,7,1,Fin,'\'(1.6-2]\'',691,36,301500
56,Edwards,5,1950,'\'(3.7-inf)\'',0,864,1,864,864,4,4,0,'No garage','\'(-inf-0.4]\'',0,96,99900
59,Gilbert,7,2005,'\'(2.8-3.1]\'',655,856,1,1166,1166,3,5,0,Fin,'\'(1.6-2]\'',400,0,190000
65,NAmes,6,1969,'\'(3.7-inf)\'',602,1054,3,1054,1054,4,6,0,Unf,'\'(1.6-2]\'',460,0,151000
80,NAmes,5,1956,'\'(3.7-inf)\'',504,1050,3,1050,1050,4,5,0,Unf,'\'(0.8-1.2]\'',338,0,128900
69,ClearCr,4,1989,'\'(3.7-inf)\'',0,1104,1,1104,1788,4,8,2,Unf,'\'(0.8-1.2]\'',304,0,161500
60,BrkSide,6,1950,'\'(3.7-inf)\'',0,764,1,1060,1824,4,8,1,Unf,'\'(1.6-2]\'',520,0,180500
34,NAmes,6,1999,'\'(2.8-3.1]\'',266,1405,1,1337,1337,3,5,0,Fin,'\'(1.6-2]\'',511,68,181000
35,Somerst,7,1999,'\'(2.8-3.1]\'',450,691,1,713,1452,3,6,0,Unf,'\'(1.6-2]\'',506,34,183900
60,OldTown,7,1950,'\'(1.9-2.2]\'',0,925,4,964,1889,4,9,1,Unf,'\'(0.8-1.2]\'',308,0,122000
89,Timber,9,2009,'\'(-inf-1.3]\'',0,2002,1,2018,2018,1,10,1,Fin,'\'(2.8-3.2]\'',746,76,378500
69,Crawfor,8,1997,'\'(3.7-inf)\'',192,728,1,1968,3447,3,11,2,Unf,'\'(2.8-3.2]\'',1014,12,381000
78,NAmes,5,1958,'\'(3.7-inf)\'',460,874,4,874,1524,4,7,0,Unf,'\'(0.8-1.2]\'',315,0,144000
69,ClearCr,7,1979,'\'(2.8-3.1]\'',1258,1332,4,1332,1524,3,4,1,Fin,'\'(1.6-2]\'',586,0,260000
69,NWAmes,6,1968,'\'(3.7-inf)\'',0,1489,3,1489,1489,3,7,1,RFn,'\'(1.6-2]\'',462,0,185750
69,Sawyer,5,1965,'\'(3.7-inf)\'',560,935,4,935,935,4,5,0,Unf,'\'(0.8-1.2]\'',288,0,137000
124,Edwards,6,2006,'\'(3.7-inf)\'',719,1019,3,1357,1357,1,5,1,RFn,'\'(0.8-1.2]\'',312,0,177000
53,Crawfor,5,2003,'\'(3.7-inf)\'',0,661,1,661,1250,4,8,1,Unf,'\'(1.6-2]\'',552,0,139000
95,NAmes,5,1950,'\'(3.7-inf)\'',220,928,3,928,1920,4,10,0,Unf,'\'(1.6-2]\'',400,0,137000
69,NWAmes,6,1972,'\'(3.7-inf)\'',593,723,4,735,1395,4,6,1,Unf,'\'(1.6-2]\'',497,116,162000
69,NWAmes,6,1976,'\'(3.7-inf)\'',528,1680,2,1724,1724,4,7,1,RFn,'\'(1.6-2]\'',480,0,197900
75,CollgCr,8,2002,'\'(2.8-3.1]\'',804,1128,1,1128,2031,3,7,1,RFn,'\'(1.6-2]\'',577,211,237000
60,IDOTRR,4,1950,'\'(3.7-inf)\'',0,698,4,698,1128,4,6,0,RFn,'\'(1.6-2]\'',528,0,68400
67,CollgCr,7,2002,'\'(2.8-3.1]\'',788,1573,1,1573,1573,3,6,0,RFn,'\'(1.6-2]\'',544,72,227000
50,Timber,7,1990,'\'(3.7-inf)\'',1053,1309,4,1339,1339,4,6,1,Fin,'\'(1.6-2]\'',484,58,180000
61,CollgCr,5,2008,'\'(3.7-inf)\'',532,1040,4,1040,1040,3,5,0,Unf,'\'(1.6-2]\'',484,0,150500
94,Mitchel,6,1971,'\'(3.7-inf)\'',0,912,4,912,1824,4,8,0,'No garage','\'(-inf-0.4]\'',0,0,139000
50,SWISU,6,1990,'\'(3.7-inf)\'',0,804,1,1699,2447,3,10,1,Unf,'\'(0.8-1.2]\'',336,0,169000
50,BrkSide,6,1950,'\'(3.7-inf)\'',0,780,1,825,1412,4,6,1,Unf,'\'(0.8-1.2]\'',280,0,132500
69,NWAmes,6,1963,'\'(3.7-inf)\'',569,1328,4,1328,1328,4,6,2,Unf,'\'(1.6-2]\'',528,26,143000
69,ClearCr,5,1964,'\'(3.7-inf)\'',812,1624,2,1582,1582,4,7,0,Unf,'\'(1.6-2]\'',390,198,190000
40,StoneBr,8,2000,'\'(2.8-3.1]\'',1158,1501,1,1659,1659,1,5,1,Fin,'\'(1.6-2]\'',499,59,278000
69,NAmes,5,1964,'\'(3.7-inf)\'',1014,1152,4,1152,1152,4,6,1,RFn,'\'(1.6-2]\'',484,0,180500
21,BrDale,5,1972,'\'(3.7-inf)\'',231,630,4,630,1302,4,6,0,Unf,'\'(0.8-1.2]\'',264,0,119500
78,NWAmes,7,1976,'\'(3.7-inf)\'',194,832,4,832,1664,4,8,1,RFn,'\'(1.6-2]\'',528,28,162900
60,Edwards,5,1990,'\'(3.7-inf)\'',167,864,4,864,864,4,5,0,Unf,'\'(1.6-2]\'',572,0,115000
70,NAmes,5,1968,'\'(3.7-inf)\'',1016,1052,3,1052,1052,4,5,0,RFn,'\'(0.8-1.2]\'',288,0,138500
80,NAmes,5,1963,'\'(3.7-inf)\'',776,1120,3,1128,1128,4,6,0,RFn,'\'(1.6-2]\'',525,20,155000
35,Edwards,6,2006,'\'(3.7-inf)\'',547,547,3,1072,1072,4,5,0,Fin,'\'(1.6-2]\'',525,44,140000
75,NAmes,5,1994,'\'(3.7-inf)\'',340,1246,1,1246,1246,3,6,0,RFn,'\'(0.8-1.2]\'',305,0,154000
69,Gilbert,7,1999,'\'(2.8-3.1]\'',694,978,1,1005,1983,3,9,1,Fin,'\'(1.6-2]\'',490,0,225000
69,Crawfor,6,1950,'\'(3.7-inf)\'',547,771,2,753,1494,3,7,2,Unf,'\'(0.8-1.2]\'',213,0,177500
92,NoRidge,8,1994,'\'(2.8-3.1]\'',740,1165,1,1203,2526,3,8,1,RFn,'\'(2.8-3.2]\'',844,78,290000
73,Somerst,7,2005,'\'(2.8-3.1]\'',0,1616,1,1616,1616,3,7,0,RFn,'\'(2.8-3.2]\'',834,59,232000
32,Edwards,7,2004,'\'(2.8-3.1]\'',0,976,1,976,1708,3,7,0,Unf,'\'(1.6-2]\'',380,40,130000
108,NridgHt,9,2007,'\'(2.8-3.1]\'',1572,1652,1,1652,1652,1,6,2,Fin,'\'(1.6-2]\'',840,102,325000
